"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"J82VU6JD","journalArticle","2019","van der Loos, Luna M.; Eriksson, Britas Klemens; Falcão Salles, Joana","The Macroalgal Holobiont in a Changing Sea","Trends in Microbiology","","0966-842X","10.1016/j.tim.2019.03.002","https://www.sciencedirect.com/science/article/pii/S0966842X19300666","When studying the effects of climate change on eukaryotic organisms we often oversee a major ecological process: the interaction with microbes. Eukaryotic hosts and microbes form functional units, termed holobionts, where microbes play crucial roles in host functioning. Environmental stress may disturb these complex mutualistic relations. Macroalgae form the foundation of coastal ecosystems worldwide and provide important ecosystem services – services they could likely not provide without their microbial associates. Still, today we do not know how environmental stress will affect the macroalgal holobiont in an increasingly changing ocean. In this review, we provide a conceptual framework that contributes to understanding the different levels at which the holobiont and environment interact, and we suggest a manipulative experimental approach as a guideline for future research.","2019-07-01","2024-02-04 19:15:06","2024-02-08 23:55:49","2024-02-04 19:15:06","635-650","","7","27","","Trends in Microbiology","","","","","","","","","","","","","ScienceDirect","","","","; ","https://core.ac.uk/download/pdf/561921151.pdf; https://scholar.google.com/scholar?q=related:huJCppHL5JEJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","climate change; holobiont; macroalgae; microbiome; microbiota; other_source; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGY5S9EV","journalArticle","2024","Syukur, Syukur; Richmond, Joanna; Majzoub, Marwan E.; Nappi, Jadranka; Egan, Suhelen; Thomas, Torsten","Not all parents are the same: Diverse strategies of symbiont transmission in seaweeds","Environmental Microbiology","","1462-2920","10.1111/1462-2920.16564","https://onlinelibrary.wiley.com/doi/abs/10.1111/1462-2920.16564","Different marine seaweed species have been shown to harbour specific bacterial communities, however, the extent to which vertical symbiont transmission from parents to offspring contributes to host-specificity is unclear. Here we use fluorescence and electron microscopy as well as 16S rRNA gene-based community analysis to investigate symbiont transmission in members of the three major seaweed groups (green Chlorophyta, red Rhodophyta and brown Phaeophyceae). We found seaweeds employ diverse strategies to transfer symbionts to their progeny. For instance, the green Ulva australis does not appear to have the capacity for vertical transmission. In contrast, the brown Phyllospora comosa adopts a non-selective vertical transmission. The red Delisea pulchra demonstrates weak selectivity in symbiont transmission, while the brown Hormosira banksii exhibits a strongly selective symbiont transfer. Mucilage on the gametes appears to facilitate vertical transmission and transferred bacteria have predicted properties that could support early development of the seaweeds. Previous meta-analysis has indicated that vertical transmission is rare in aquatic compared to terrestrial environments, however, our results contribute to the growing evidence that this might not be the case and that instead vertical transmission with various degrees of symbiont selection occurs in the ecologically important group of seaweeds.","2024","2024-02-04 19:17:17","2024-02-09 00:11:17","2024-02-04 19:17:17","e16564","","1","26","","","Not all parents are the same","","","","","","","en","© 2023 The Authors. Environmental Microbiology published by Applied Microbiology International and John Wiley & Sons Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/1462-2920.16564","","","","other_source; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJTSVW64","journalArticle","2023","Akrong, M. O.; Anning, A. K.; Addico, G. N. D; Hogarh, J. N.; Adu-Gyamfi, A.; deGraft-Johnson, K. A. A; Ale, M.; Ampofo, J. A.; Meyer, A. S.","Variations in seaweed-associated and planktonic bacterial communities along the coast of Ghana","Marine Biology Research","","1745-1000","10.1080/17451000.2023.2213894","https://doi.org/10.1080/17451000.2023.2213894","Seaweed associated bacteria can be exploited for sustainable production and conservation of seaweeds, although limited information exists in several coastal waters in West Africa. Here, the diversity and abundance of bacteria on five seaweeds, Sargassum vulgare, Padina durvillaei, Hydropuntia dentata, Hypnea musciformis and Ulva fasciata, and surrounding seawaters across five coastal sites in the Central and Western regions of Ghana were investigated. Biochemical tests and MALDIâ€“TOF identification system were used to determine the bacteria diversity and abundance on the seaweeds and seawater. A total of 530 bacterial isolates, belonging to 28 species (and mostly Proteobacteria and Firmicutes) were identified. A higher diversity of bacteria species was found associated with the seaweeds (83%) than in seawater (17%). Bacterial composition was similar among taxonomically-related seaweeds. The brown (S. vulgare) and red (H. musciformis) seaweeds recorded the most and least diverse bacterial assemblage, respectively. Seasonally, bacterial diversity and abundance were marginally higher in the wet season. The study provides important baseline information on the spatial, temporal and taxonomic distribution of bacteria associated with commercially valuable seaweed species in the coastal areas of Ghana. The results are also important for the sustainable exploitation and conservation of these important macroalgae in Ghana and elsewhere.","2023-05-28","2024-02-04 19:21:33","2024-02-08 21:41:06","2024-02-04 19:21:33","219-233","","4-5","19","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/17451000.2023.2213894","","","","seaweeds; Planktonic bacteria; seasonal changes; seaweed-associated bacteria; other_source; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8AY4LMUN","journalArticle","2019","Selvarajan, Ramganesh; Sibanda, Timothy; Venkatachalam, Siddarthan; Ogola, Henry J. O.; Christopher Obieze, Chinedu; Msagati, Titus A.","Distribution, Interaction and Functional Profiles of Epiphytic Bacterial Communities from the Rocky Intertidal Seaweeds, South Africa","Scientific Reports","","2045-2322","10.1038/s41598-019-56269-2","https://www.nature.com/articles/s41598-019-56269-2","Interrelations between epiphytic bacteria and macroalgae are multifaceted and complicated, though little is known about the community structure, interaction and functions of those epiphytic bacteria. This study comprehensively characterized the epiphytic bacterial communities associated with eight different common seaweeds collected from a rocky intertidal zone on the Indian Ocean at Cape Vidal, South Africa. High-throughput sequencing analyses indicated that seaweed-associated bacterial communities were dominated by the phyla Proteobacteria, Bacteroidetes, Firmicutes, Cyanobacteria, Planctomycetes, Actinobacteria and Verrucomicrobia. Energy-dispersive X-ray (EDX) analysis showed the presence of elemental composition in the surface of examined seaweeds, in varying concentrations. Cluster analysis showed that bacterial communities of brown seaweeds (SW2 and SW4) were closely resembled those of green seaweeds (SW1) and red seaweeds (SW7) while those of brown seaweeds formed a separate branch. Predicted functional capabilities of epiphytic bacteria using PICRUSt analysis revealed abundance of genes related to metabolic and biosynthetic activities. Further important identified functional interactions included genes for bacterial chemotaxis, which could be responsible for the observed association and network of elemental-microbes interaction. The study concludes that the diversity of epiphytic bacteria on seaweed surfaces is greatly influenced by algal organic exudates as well as elemental deposits on their surfaces, which triggers chemotaxis responses from epiphytic bacteria with the requisite genes to metabolise those substrates.","2019-12-27","2024-02-04 19:22:02","2024-02-09 00:21:53","2024-02-04 19:22:02","19835","","1","9","","Sci Rep","","","","","","","","en","2019 The Author(s)","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","","","Ecological networks; Microbial ecology; Molecular ecology; other_source; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86JEVXCS","journalArticle","2021","Tangestani, Mehrnoush; Broady, Paul; Varsani, Arvind","An investigation of antibacterial activity of New Zealand seaweed-associated marine bacteria","Future Microbiology","","1746-0913","10.2217/fmb-2021-0023","https://www.futuremedicine.com/doi/10.2217/fmb-2021-0023","Aim: To explore seaweed-associated bacteria as prospective producers of bioactive material with antibacterial properties. Materials & methods: 143 bacterial species were isolated from the surface of 15 New Zealand marine macroalgae. Bacterial extracts obtained using dimethyl sulfoxide and ethyl acetate were screened for antagonistic activities against three antimicrobial susceptibility indicators: Kocuria rhizophila, Staphylococcus epidermidis and Escherichia coli, using well-diffusion method. For selected species, minimum inhibitory concentration was determined, followed by a phylogenetic identification based on 16S rRNA gene sequences. Results: Among all bacteria screened, seven that belonged to the genera Vibrio, Pseudoalteromonas, Psychromonas and Cobetia, showed antagonistic activity against all three indicators. Conclusion: Seaweed-associated bacteria produce bioactive compounds with antimicrobial potential and possible biomedical application in aquatic habitats.","2021-10","2024-02-04 19:29:23","2024-02-09 00:25:18","2024-02-04 19:29:23","1167-1179","","15","16","","","","","","","","","","","","","","","futuremedicine.com (Atypon)","","Publisher: Future Medicine","","","https://scholar.google.com/scholar?q=related:v7wHPgeiQfAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","antibacterial activity; Cobetia; New Zealand; other_source; Pseudoalteromonas; Psychromonas; seaweed-associated bacteria; Vibrio; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IN2I53NZ","journalArticle","2021","Hofer, Ursula","A probiotic for seaweed","Nature Reviews Microbiology","","1740-1534","10.1038/s41579-021-00624-6","https://www.nature.com/articles/s41579-021-00624-6","This study shows that the application of probiotic bacteria to seaweed can protect from pathogen-induced bleaching.","2021-10","2024-02-04 19:34:37","2024-02-09 00:15:21","2024-02-04 19:34:37","618-618","","10","19","","Nat Rev Microbiol","","","","","","","","en","2021 Springer Nature Limited","","","","www.nature.com","","Number: 10 Publisher: Nature Publishing Group","","","","Applied microbiology; Marine microbiology; Microbiome; other_source; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UYEDNP5J","journalArticle","2014","Egan, Suhelen; Fernandes, Neil Daniel; Kumar, Vipra; Gardiner, Melissa; Thomas, Torsten","Bacterial pathogens, virulence mechanism and host defence in marine macroalgae","Environmental Microbiology","","1462-2920","10.1111/1462-2920.12288","https://onlinelibrary.wiley.com/doi/abs/10.1111/1462-2920.12288","Macroalgae are important ecosystem engineers in temperate marine waters. The function of macroalgae is intimately linked to the composition and structure of their epibiotic bacterial, communities, and evidence has emerged that bacteria can also have a negative impact on their host by causing disease. A few examples exist where bacteria have been unambiguously linked to macroalgal disease, however in many cases, pathogenicity has not been clearly separated from saprophytic behaviour or secondary colonization after disease initiation. Nevertheless, pathogenic pressure by bacteria might be substantial, as macroalgae have evolved a range of innate and induced defence mechanism that have the potential to control bacterial attacks. The presence and abundance of virulence factors in marine bacteria, which have not previously been recognized as pathogens, also represents an underappreciated, opportunistic potential for disease. Given that virulence expression in opportunistic pathogens is often dependent on environmental conditions, we predict that current and future anthropogenic changes in the marine environment will lead to an increase in the occurrence of macroalgal disease. This review highlights important areas of research that require future attention to understand the link between environmental change, opportunistic pathogens and macroalgal health in the world's oceans.","2014","2024-02-04 19:36:49","2024-02-09 00:23:49","2024-02-04 19:36:49","925-938","","4","16","","","","","","","","","","en","© 2013 Society for Applied Microbiology and John Wiley & Sons Ltd","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/1462-2920.12288","","","","other_source; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJBGW95Q","journalArticle","2022","Chen, Jun; Zang, Yu; Yang, Zhibo; Qu, Tongfei; Sun, Tao; Liang, Shuo; Zhu, Meiling; Wang, Ying; Tang, Xuexi","Composition and Functional Diversity of Epiphytic Bacterial and Fungal Communities on Marine Macrophytes in an Intertidal Zone","Frontiers in Microbiology","","1664-302X","","https://www.frontiersin.org/articles/10.3389/fmicb.2022.839465","Marine macrophytes (seagrasses and macroalgae) and their epiphytic microorganisms play an important role in the ecological and biochemical processes of coastal oceans. However, simultaneous comparative studies on the biodiversity and functions of epiphytic bacteria and fungi associated with marine macrophytes have not been conducted. In this study, high-throughput sequencing technology was used to describe the epiphytic bacterial and fungal communities of 11 common macroalgae and 2 seagrasses from an intertidal zone of northern China and compare them with seawater communities. The results showed that Proteobacteria and Bacteroidota were the dominant bacterial phyla in marine macrophytes, whereas Ascomycota, Chytridiomycota, and Basidiomycota were the dominant fungal phyla. The alpha diversity of the bacterial and fungal communities in seagrasses was the highest of all macrophyte samples. This may have been related to their ability to recruit microorganisms from multiple sources. Host phylogeny may influence bacterial community structure, and geographical differences may influence fungal community structure. The FAPROTAX data indicated that C metabolic microbes were enriched in marine macrophytes, while the FUNGuild data indicated that undefined saprotroph, which participated in organic matter degradation, were also enriched in marine macrophytes. These findings provide a theoretical basis regarding the epiphytic microorganisms of macrophytes and may offer new insights to support the improved ecological restoration of seagrass and macroalgae beds.","2022","2024-02-04 19:40:26","2024-02-09 00:22:23","2024-02-04 19:40:25","","","","13","","","","","","","","","","","","","","","Frontiers","","","","","","other_source; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QHQ8DTH8","journalArticle","2021","Lytou, Anastasia E.; Schoina, Eirini; Liu, Yunge; Michalek, Kati; Stanley, Michele S.; Panagou, Efstathios Z.; Nychas, George-John E.","Quality and Safety Assessment of Edible Seaweeds Alaria esculenta and Saccharina latissima Cultivated in Scotland","Foods","","2304-8158","10.3390/foods10092210","https://www.mdpi.com/2304-8158/10/9/2210","Within Europe over the last 10 years, there has been an increase in seaweeds cultivated for human consumption. For food safety reasons, it is important to assess the microbiological and nutritional quality of the biomass. The fresh and dried edible seaweeds Alaria esculenta and Saccharina latissima were assessed over two consecutive years for the presence of microorganisms. Seaweed samples supplied from Scotland were stored under isothermal conditions for specific time intervals depending on the sample’s condition (fresh, dried or rehydrated). During storage, microbiological analyses were performed for the enumeration of Total Viable Counts (TVC), Pseudomonas spp., Enterobacteriaceae and Bacillus spp., as well as yeasts and molds. Additionally, bacterial colonies from the Marine Agar growth medium were isolated and subjected to PCR-RAPD analysis for characterization of the bacterial diversity of seaweeds. Bacterial isolates with different fingerprint patterns were further subjected to sequencing (16S rDNA, V1–V4 region). The presence of human pathogenic bacteria was also investigated. Results showed that the initial population of TVC was differentiated depending on the year of seaweed harvest, being closer to the enumeration limit (1.0 log CFU/g) in fresh samples from 2020 and higher in samples from 2019 (6.7 and 3.9 log CFU/g in A. esculenta and S. latissima, respectively). DNA-based analysis revealed the presence of Psychrobacter, Cobetia and Pseudomonas species in A. esculenta, while Psychrobacter and Micrococcus species were present in S. latissima.","2021-09","2024-02-04 19:42:04","2024-02-09 00:06:58","2024-02-04 19:42:04","2210","","9","10","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 9 Publisher: Multidisciplinary Digital Publishing Institute","","","","drying; Drying; kelp; Kelp; macroalgae; Macroalgae; microorganisms; Microorganisms; nutrition facts; Nutrition facts; other_source; rehydration; Rehydration; spoilage; Spoilage; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9YD629WI","journalArticle","2019","de Mesquita, Michelle Marchezan F.; Crapez, Mirian A. C.; Teixeira, Valéria L.; Cavalcanti, Diana N.","Potential interactions bacteria-brown algae","Journal of Applied Phycology","","1573-5176","10.1007/s10811-018-1573-4","https://doi.org/10.1007/s10811-018-1573-4","Macroalgae play a crucial role in marine ecosystems when they contribute to the global primary production in the habitats formation, providing food and shelter to a range of aquatic organisms. They have a number of interactions with bacteria and other organisms such as fouling and disease. To inhibit the settling, growing, and biofilm formation by bacteria, it has been suggested that the macroalgae influence bacterial metabolism and quorum sensing through the production of secondary metabolites with antibiotic effect. Macroalgae-bacteria interactions have been investigated for many years. These interactions can be beneficial when the bacteria assist with the normal development of macroalgae as well as reducing secondary fouling on the algal surface. On the other hand, the interactions may have a deleterious effect when the biofilm impairs the photosynthetic ability or promotes disease development. This review reports the recent advances in the understanding of bacteria-brown algae interactions, highlighting the diversity and functional role of epiphytic bacteria, including the maintenance of the health of the algae and the biological activities described from this association. Through combined bacterial culture, microscopy, and molecular biology, it has been possible to identify and establish the phylogenetic origin of different bacterial communities associated with brown algae, being predominantly the phyla Proteobacteria, Bacteroidetes, and Firmicutes. Further investigation of the bacterial communities that live on different macroalgae using new technologies are still required, mainly to evaluate the production and secretions of metabolites with biotechnological potential.","2019-04-01","2024-02-04 19:44:31","2024-02-09 00:07:27","2024-02-04 19:44:31","867-883","","2","31","","J Appl Phycol","","","","","","","","en","","","","","Springer Link","","","","; ","https://link.springer.com/article/10.1007/s10811-018-1573-4; https://scholar.google.com/scholar?q=related:RSGDRkv6tSwJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","Biofilms; Biological activity; Chemical interaction; Microbial ecology; other_source; Secondary metabolites; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8CXGIQKC","journalArticle","2019","Sappati, PK; Nayak, B; VanWalsum, GP; ...","Combined effects of seasonal variation and drying methods on the physicochemical properties and antioxidant activity of sugar kelp (Saccharina latissima)","Journal of Applied …","","","10.1007/s10811-018-1596-x","https://link.springer.com/article/10.1007/s10811-018-1596-x","… Fresh sugar kelp samples were dried using sun drying, … WHC exhibited in freeze dried sugar kelp. At lower drying humidity … preservation of the bioactive compounds in dried sugar kelp. …","2019","2024-02-07 21:37:49","2024-02-09 00:22:32","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer Type: HTML","","; ","https://link.springer.com/article/10.1007/s10811-018-1596-x; https://scholar.google.com/scholar?q=related:cLzsIPrZSfoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3DBDYN79","journalArticle","2016","Schiener, P; Stanley, MS; Black, KD; ...","Assessment of saccharification and fermentation of brown seaweeds to identify the seasonal effect on bioethanol production","Journal of Applied …","","","10.1007/s10811-016-0800-0","https://link.springer.com/article/10.1007/s10811-016-0800-0","… Whole thalli without holdfasts of the species Laminaria digitata, Laminaria hyperborea and Saccharina latissima were sampled eight times during this period. Seaweed samples were …","2016","2024-02-07 21:37:49","2024-02-09 00:24:12","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer Type: HTML","","; ","https://link.springer.com/article/10.1007/s10811-016-0800-0; https://scholar.google.com/scholar?q=related:EN1IR66v0McJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NMZHH5NE","journalArticle","2013","Nagel, K","Naturstoffe algenassoziierter bakterien &Naturstoffe der gattung pseudomonas und deren bedeutung für die braunalge saccharina latissima","","","","","https://oceanrep.geomar.de/id/eprint/23028","An association between strains of Bacillus, Pseudomonas and Streptomyces with the brown alga Saccharina latissima from the Baltic Sea was shown by the results of this thesis. In …","2013","2024-02-07 21:37:50","2024-02-09 00:56:39","","","","","","","","","","","","","","","","","","","","","","Citation Key: pop00020","","; ","https://oceanrep.geomar.de/id/eprint/23028/1/Diss%3Csub%3EK%3C/sub%3Eerstin%3Csub%3EN%3C/sub%3Eagel.pdf; https://scholar.google.com/scholar?q=related:eXC-jy-RO5EJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9BC6HRG","journalArticle","2011","Bengtsson, MM; Sjøtun, K; Storesund, JE; ...","Utilization of kelp-derived carbon sources by kelp surface-associated bacteria","Aquatic Microbial …","","","","https://www.int-res.com/abstracts/ame/v62/n2/p191-199/","The surfaces of kelp are covered with bacteria that may utilize kelp-produced carbon and thereby contribute significantly to the carbon flux in kelp forest ecosystems. There is scant …","2011","2024-02-07 21:37:51","2024-02-08 23:54:46","","","","","","","","","","","","","","","","","","","","","","Publisher: int-res.com","","; ","https://www.int-res.com/articles/ame%E2%82%92a/a062p191.pdf; https://scholar.google.com/scholar?q=related:XWMMo%E2%82%98nZqAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XAMESGGN","journalArticle","2012","Hop, H; Wiencke, C; Vögele, B; Kovaltchouk, NA","Species composition, zonation, and biomass of marine benthic macroalgae in Kongsfjorden, Svalbard","Botanica Marina","","","10.1515/bot-2012-0097","https://www.degruyter.com/document/doi/10.1515/bot-2012-0097/html","… digitata, Saccorhiza dermatodea, Alaria esculenta, and Saccharina latissima. The biogeographic composition of macroalgae at Hansneset was rather similar to that of northeastern …","2012","2024-02-07 21:37:51","2024-02-08 21:43:52","","","","","","","","","","","","","","","","","","","","","","Publisher: degruyter.com","","","https://scholar.google.com/scholar?q=related:1pISf1sL1T0J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49EBGJWQ","journalArticle","2012","Friedrich, MW","Bacterial communities on macroalgae","Seaweed Biology: Novel Insights into Ecophysiology …","","","10.1007/978-3-642-28451-9_10","https://link.springer.com/chapter/10.1007/978-3-642-28451-9_10","Microorganisms play an important role in the biology of macroalgae. A number of important functions, ranging from growth enhancement, production of toxins and other secondary …","2012","2024-02-07 21:37:52","2024-02-09 00:24:01","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer","","","https://scholar.google.com/scholar?q=related:SPC3mfOZOPwJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRL9W3VQ","journalArticle","1987","Sharma, A; Nakas, JP","Preliminary characterization of laminarinase from Trichoderma longibrachiatum","Enzyme and microbial technology","","","","https://www.sciencedirect.com/science/article/pii/0141022987901487","Trichoderma longibrachiatum, when cultivated on untreated ground mushroom (Agaricus bisporus) fruiting bodies as the only carbon substrate, exhibited extracellular laminarinase (…","1987","2024-02-07 21:37:52","2024-02-08 21:48:48","","","","","","","","","","","","","","","","","","","","","","Citation Key: pop00062 Publisher: Elsevier","","","https://scholar.google.com/scholar?q=related:PWDvVrKCb50J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
