Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"SB Stratil","Ökologie von Makroalgen-assoziierten Mikroben: Effekte von Umweltbedingungen auf die Gemeinschaftsstruktur von Epibakterien und abwehrende Effekte …",2013,"","core.ac.uk","https://core.ac.uk/download/pdf/250311149.pdf","https://scholar.google.com/scholar?cites=1168627278719542074&as_sdt=2005&sciodt=2007&hl=en",330,"2024-02-07 13:53:53","PDF","","","",,,,,2,0.18,2,1,11,"Zusammenfassung In dieser Doktorarbeit habe ich in Laborexperimenten den Einfluss von abiotischen Faktoren auf die Struktur und Zelldichte der epibakteriellen Gemeinschaften, die …","https://core.ac.uk/download/pdf/250311149.pdf","https://scholar.google.com/scholar?q=related:OuPoflHMNxAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
28,"M Mejjad, S Loiseaux-de-Goër, G Ducreux","Protoplast isolation, development, and regeneration in different strains ofPilayella littoralis (L.) Kjellm. (Phaeophyceae)",1992,"Protoplasma","Springer","https://link.springer.com/article/10.1007/BF01343368","https://scholar.google.com/scholar?cites=16246689216124596328&as_sdt=2005&sciodt=2007&hl=en",331,"2024-02-07 13:53:53","","10.1007/BF01343368","","",,,,,28,0.88,9,3,32,"Protoplasts were isolated from four strains of a primitive filamentous brown alga,Pilayella littoralis (L.) Kjellm. (Phaeophyceae) cultured in the same axenic conditions. Protoplast yields …","","https://scholar.google.com/scholar?q=related:aLBGb8PVd-EJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
217,"AD Holtkamp, S Kelly, R Ulber, S Lang","Fucoidans and fucoidanases—focus on techniques for molecular structure elucidation and modification of marine polysaccharides",2009,"Applied microbiology and …","Springer","https://link.springer.com/article/10.1007/s00253-008-1790-x","https://scholar.google.com/scholar?cites=10782022818630963204&as_sdt=2005&sciodt=2007&hl=en",332,"2024-02-07 13:53:53","HTML","10.1007/s00253-008-1790-x","","",,,,,217,14.47,54,4,15,"The research field of fucoidans (sulphated polysaccharides from algae) and fucoidanases was strongly developing in recent years. Several different fucoidans and a few fucoidan-…","https://link.springer.com/article/10.1007/s00253-008-1790-x","https://scholar.google.com/scholar?q=related:BJCnwKBwoZUJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
357,"NV Thomas, SK Kim","Beneficial effects of marine algal compounds in cosmeceuticals",2013,"Marine drugs","mdpi.com","https://www.mdpi.com/1660-3397/11/1/146","https://scholar.google.com/scholar?cites=1480317244902675189&as_sdt=2005&sciodt=2007&hl=en",333,"2024-02-07 13:53:53","","","","",,,,,357,32.45,179,2,11,"The name “cosmeceuticals” is derived from “cosmetics and pharmaceuticals”, indicating that a specific product contains active ingredients. Marine algae have gained much importance …","https://www.mdpi.com/1660-3397/11/1/146/pdf","https://scholar.google.com/scholar?q=related:9RJP8bAkixQJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
321,"MM Kulik","The potential for using cyanobacteria (blue-green algae) and algae in the biological control of plant pathogenic bacteria and fungi",1995,"European journal of plant pathology","Springer","https://link.springer.com/article/10.1007/bf01874863","https://scholar.google.com/scholar?cites=2164521327498648200&as_sdt=2005&sciodt=2007&hl=en",334,"2024-02-07 13:53:53","","10.1007/bf01874863","","",,,,,321,11.07,321,1,29,"Cyanobacteria (blue-green algae) and eukaryote algae occur in freshwater, marine, and terrestrial (soil) habitats. In fact, these microorganisms comprise most of the world's biomass. …","https://www.researchgate.net/profile/Huma-Qureshi/post/Does-algae-work-as-a-biocontrol-agent/attachment/59d64456c49f478072eacd9f/AS%3A273755002081292%401442279686623/download/algae+for+biocontrol.pdf","https://scholar.google.com/scholar?q=related:iFpQ4q3sCR4J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
1,"A Hill, J Littlechild","7.15 Oxidation: Haloperoxidases",2012,"","academia.edu","https://www.academia.edu/download/82090711/B978-0-08-095167-6.00719-920220313-5470-gjfiaq.pdf","https://scholar.google.com/scholar?cites=7471881170878463736&as_sdt=2005&sciodt=2007&hl=en",335,"2024-02-07 13:53:53","PDF","","","",,,,,1,0.08,1,2,12,"… Haloperoxidases have now been identified in many organisms including mammals, birds, the brown and red algae Laminaria saccharina, Fucus distichus, Corallina officinalis, and …","https://www.academia.edu/download/82090711/B978-0-08-095167-6.00719-920220313-5470-gjfiaq.pdf","https://scholar.google.com/scholar?q=related:-P4jUlZ0sWcJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
149,"RH Reed, GM Gadd","Metal tolerance in eukaryotic and prokaryotic algae",1989,"Heavy metal tolerance in plants …","books.google.com","https://books.google.com/books?hl=en&lr=&id=kvsPo4Et5scC&oi=fnd&pg=PA105&dq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&ots=wH-95CtSS2&sig=afmusu8rOUROHxJcPITlS7_tfm8","https://scholar.google.com/scholar?cites=13391139173673966787&as_sdt=2005&sciodt=2007&hl=en",336,"2024-02-07 13:53:53","","","","",,,,,149,4.26,75,2,35,"The algae are a diverse assemblage of phototrophic organisms, ranging in size from unicells less than 1 µm in diameter to certain thalloid marine forms with a length of over 50 m. Most …","","https://scholar.google.com/scholar?q=related:w5ynECHi1rkJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
361,"W Wijesinghe, YJ Jeon","Enzyme-assistant extraction (EAE) of bioactive components: a useful approach for recovery of industrially important metabolites from seaweeds: a review",2012,"Fitoterapia","Elsevier","https://www.sciencedirect.com/science/article/pii/S0367326X11002735","https://scholar.google.com/scholar?cites=10726889402131564568&as_sdt=2005&sciodt=2007&hl=en",337,"2024-02-07 13:53:53","","","","",,,,,361,30.08,181,2,12,"Over the years, the biological activities of seaweeds could have gained a considerable research interest because of their specific functional compounds, which may not be available in …","","https://scholar.google.com/scholar?q=related:GEj05hOR3ZQJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
68,"JP Gattuso, B Gentili, CM Duarte, JA Kleypas…","Light availability in the coastal ocean: impact on the distribution of benthic photosynthetic organisms and contribution to primary production",2006,"Biogeosciences …","hal.science","https://hal.science/hal-00330224/","https://scholar.google.com/scholar?cites=6215307197899435132&as_sdt=2005&sciodt=2007&hl=en",338,"2024-02-07 13:53:53","","","","",,,,,68,3.78,14,5,18,"One of the major features of the coastal zone is that part of its sea floor receives a significant amount of sunlight and can therefore sustain benthic primary production by seagrasses, …","https://hal.science/hal-00330224/file/bgd-3-895-2006.pdf","https://scholar.google.com/scholar?q=related:fGy5ZPc0QVYJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
52,"HG Lim, DH Kwak, S Park, S Woo, JS Yang…","Vibrio sp. dhg as a platform for the biorefinery of brown macroalgae",2019,"Nature …","nature.com","https://www.nature.com/articles/s41467-019-10371-1","https://scholar.google.com/scholar?cites=12399381114438983877&as_sdt=2005&sciodt=2007&hl=en",339,"2024-02-07 13:53:53","HTML","","","",,,,,52,10.40,9,6,5,"Although brown macroalgae holds potential as an alternative feedstock, its utilization by conventional microbial platforms has been limited due to the inability to metabolize one of the …","https://www.nature.com/articles/s41467-019-10371-1","https://scholar.google.com/scholar?q=related:xaDSyG1zE6wJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
25,"FY Chye, PW Ooi, SY Ng…","Fermentation-derived bioactive components from seaweeds: functional properties and potential applications",2018,"Journal of Aquatic Food …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/10498850.2017.1412375","https://scholar.google.com/scholar?cites=16051181557462642891&as_sdt=2005&sciodt=2007&hl=en",340,"2024-02-07 13:53:53","","10.1080/10498850.2017.1412375","","",,,,,25,4.17,6,4,6,"Seaweeds are valuable sources of biologically active compounds that could be used as ingredients for pharmacological applications. Industrial fermentation using microorganisms …","","https://scholar.google.com/scholar?q=related:y7DcbZVAwd4J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"E Tortorella","The marine environment is an untapped source of bioactive compounds and seaweeds represent a valuable tool to improve the quality of bee feed.",,"hivealivebees.com","","https://hivealivebees.com/images/Scientific_Data/High-nutrition-plants-from-the-sea-to-make-your-bees-healthier-and-stronger_E-Tortorella.pdf","",341,"2024-02-07 13:53:53","PDF","","","",,,,,0,0.00,0,1,,"Honeybees are of huge economic importance, they are responsible for pollinating agricultural crops that make up one-third of the food we eat, including fruits and vegetables.“…","https://hivealivebees.com/images/Scientific_Data/High-nutrition-plants-from-the-sea-to-make-your-bees-healthier-and-stronger_E-Tortorella.pdf","https://scholar.google.com/scholar?q=related:D2LeDkTWSeoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
83,"EC Leedham, C Hughes, FSL Keng, SM Phang…","Emission of atmospherically significant halocarbons by naturally occurring and farmed tropical macroalgae",2013,"…","bg.copernicus.org","https://bg.copernicus.org/articles/10/3615/2013/","https://scholar.google.com/scholar?cites=9201298018177312768&as_sdt=2005&sciodt=2007&hl=en",342,"2024-02-07 13:53:53","","","","",,,,,83,7.55,17,5,11,"Current estimates of global halocarbon emissions highlight the tropical coastal environment as an important source of very short-lived (VSL) biogenic halocarbons to the troposphere …","https://bg.copernicus.org/articles/10/3615/2013/bg-10-3615-2013.pdf","https://scholar.google.com/scholar?q=related:AOj2BcyTsX8J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
9,"V Karthick, C Akhila, VG Kumar, D Subashini, TS Dhas…","In vitro anticancer activity of Sargassum sp. polysaccharides against MCF-7 cell lines",2019,"","nopr.niscpr.res.in","https://nopr.niscpr.res.in/handle/123456789/49702","https://scholar.google.com/scholar?cites=11222676681539366817&as_sdt=2005&sciodt=2007&hl=en",343,"2024-02-07 13:53:53","","","","",,,,,9,1.80,2,6,5,"Seaweed polysaccharides are compounds with promising chemopreventive and chemotherapeutic activities. In this study, polysaccharides isolated from Sargassum seaweeds were …","https://nopr.niscpr.res.in/bitstream/123456789/49702/3/IJMS%2048%288%29%201267-1273.pdf","https://scholar.google.com/scholar?q=related:oa82SPv0vpsJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
24,"RA Quinn, A Metzler, M Tlusty, RM Smolowitz…","Lesion bacterial communities in American lobsters with diet-induced shell disease",2012,"Diseases of Aquatic …","int-res.com","https://www.int-res.com/abstracts/dao/v98/n3/p221-233/","https://scholar.google.com/scholar?cites=11563195408330306629&as_sdt=2005&sciodt=2007&hl=en",344,"2024-02-07 13:53:53","","","","",,,,,24,2.00,5,5,12,"In southern New England, USA, shell disease affects the profitability of the American lobster Homarus americanus fishery. In laboratory trials using juvenile lobsters, exclusive feeding of …","https://www.int-res.com/articles/dao2012/98/d098p221.pdf","https://scholar.google.com/scholar?q=related:RbT0nfW4eKAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
80,"H Li, Y Zhang, X Han, X Shi, RB Rivkin, L Legendre","Growth responses of Ulva prolifera to inorganic and organic nutrients: Implications for macroalgal blooms in the southern Yellow Sea, China",2016,"Scientific reports","nature.com","https://www.nature.com/articles/srep26498","https://scholar.google.com/scholar?cites=14308799730286282754&as_sdt=2005&sciodt=2007&hl=en",345,"2024-02-07 13:53:53","HTML","","","",,,,,80,10.00,13,6,8,"The marine macrophyte Ulva prolifera is the dominant green-tide-forming seaweed in the southern Yellow Sea, China. Here we assessed, in the laboratory, the growth rate and nutrient …","https://www.nature.com/articles/srep26498","https://scholar.google.com/scholar?q=related:AkjrHYsRk8YJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
109,"A Holzinger, F Kaplan, K Blaas, B Zechmann…","Transcriptomics of Desiccation Tolerance in the Streptophyte Green Alga Klebsormidium Reveal a Land Plant-Like Defense Reaction",2014,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0110630","https://scholar.google.com/scholar?cites=149060938669732875&as_sdt=2005&sciodt=2007&hl=en",346,"2024-02-07 13:53:53","HTML","","","",,,,,109,10.90,22,5,10,"Background Water loss has significant effects on physiological performance and survival rates of algae. However, despite the prominent presence of aeroterrestrial algae in terrestrial …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0110630","https://scholar.google.com/scholar?q=related:C7RLSyKSEQIJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
40,"MF Moradali, S Ghods, BHA Rehm","Alginate biosynthesis and biotechnological production",2018,"Alginates and their biomedical …","Springer","https://link.springer.com/chapter/10.1007/978-981-10-6910-9_1","https://scholar.google.com/scholar?cites=16849313330700145879&as_sdt=2005&sciodt=2007&hl=en",347,"2024-02-07 13:53:53","","10.1007/978-981-10-6910-9_1","","",,,,,40,6.67,13,3,6,"… lactone via hydrolyzing an alginic acid extracted from Macrocystis pyrifera followed by hydrolysis of alginic acid extracts from the algae Fucus serratus and Laminaria saccharina [9, 10]. …","","https://scholar.google.com/scholar?q=related:19Si6TPJ1OkJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
59,"A Wieland, M Kühl","Irradiance and temperature regulation of oxygenic photosynthesis and O2 consumption in a hypersaline cyanobacterial mat (Solar Lake, Egypt)",2000,"Marine Biology","Springer","https://link.springer.com/article/10.1007/s002270000331","https://scholar.google.com/scholar?cites=16089209955711674284&as_sdt=2005&sciodt=2007&hl=en",348,"2024-02-07 13:53:53","","10.1007/s002270000331","","",,,,,59,2.46,30,2,24,"Short-term effects of temperature and irradiance on oxygenic photosynthesis and O 2 consumption in a hypersaline cyanobacterial mat were investigated with O 2 microsensors in a …","https://link.springer.com/content/pdf/10.1007/s002270000331.pdf","https://scholar.google.com/scholar?q=related:rGff3jVbSN8J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"AH Streptophenazines","Baltic Sea Organisms",,"An Assessment of Innovative and Sustainable Uses of …","vliz.be","https://www.vliz.be/imisdocs/publications/ocrd/244351.pdf#page=150","",349,"2024-02-07 13:53:53","PDF","","","",,,,,0,0.00,0,1,,"Wave power, along with other renewable energy generating sources like tides and streams, is under estimated considering its advantageous physical properties and predictability. …","https://www.vliz.be/imisdocs/publications/ocrd/244351.pdf#page=150","https://scholar.google.com/scholar?q=related:aSGdV35Dz04J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
37,"G Sartoni, R Urbani, P Sist, D Berto, C Nuccio, M Giani","Benthic mucilaginous aggregates in the Mediterranean Sea: Origin, chemical composition and polysaccharide characterization",2008,"Marine Chemistry","Elsevier","https://www.sciencedirect.com/science/article/pii/S030442030800100X","https://scholar.google.com/scholar?cites=8637566157766584163&as_sdt=2005&sciodt=2007&hl=en",350,"2024-02-07 13:53:53","","","","",,,,,37,2.31,6,6,16,"Benthic mucilaginous aggregates are frequently formed in various parts of the Mediterranean basin, as in the Tyrrhenian and Adriatic Seas. Notwithstanding their wide spatial …","https://www.academia.edu/download/50559051/Benthic_mucilaginous_aggregates_in_the_M20161126-32191-1ik6tuj.pdf","https://scholar.google.com/scholar?q=related:Y-ecHajM3ncJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
8,"AM Semenov, VN Fedorenko, EV Semenova","MICROORGANISMS ON THE SURFACES OF MARINE MACROPHYTES IN THE NORTHERN SEAS OF RUSSIA AND PROSPECTS FOR THEIR PRACTICAL …",2014,"Biosphere","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20771371&AN=95566790&h=oZmRP1%2BEO9mlSDvv2mG20%2BJ0Xq73po5ctyDwSGp2MmRYGaUxJWUfThnuq4BWA8OohJzCyiq2w6fGvQfdyFOQsA%3D%3D&crl=c","https://scholar.google.com/scholar?cites=14602453170627625438&as_sdt=2005&sciodt=2007&hl=en",351,"2024-02-07 13:53:53","","","","",,,,,8,0.80,3,3,10,"Original and published data on bacteria inhabiting the surfaces of marine macrophytes, in particular in the northern seas of Russia, are reviewed. Prevalences, abundances, and …","","https://scholar.google.com/scholar?q=related:3kGJpMpVpsoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
14,"FC Küpper, PMH Kroneck","Iodine bioinorganic chemistry: physiology, structures, and mechanisms",2014,"Iodine chemistry and applications","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/9781118909911.ch32","https://scholar.google.com/scholar?cites=8622807222207920865&as_sdt=2005&sciodt=2007&hl=en",352,"2024-02-07 13:53:53","","10.1002/9781118909911.ch32","","",,,,,14,1.40,7,2,10,"Iodine occurs as iodide in seawater and is taken up by seaweed, from which it has traditionally been extracted. This chapter discusses the manifold roles of iodine and a prominent …","","https://scholar.google.com/scholar?q=related:4TpgpntdqncJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
5,"U Nussinovitch, A Nussinovitch","Clinical uses of alginate",2011,"Biodegradable Polymers in …","ndl.ethernet.edu.et","http://ndl.ethernet.edu.et/bitstream/123456789/44636/1/92.pdf#page=144","https://scholar.google.com/scholar?cites=6106905535977766058&as_sdt=2005&sciodt=2007&hl=en",353,"2024-02-07 13:53:53","PDF","","","",,,,,5,0.38,3,2,13,"The manufacture of chemicals from brown seaweed is one of the oldest branches of the chemical industry, dating back to 1720 when soda was first produced from kelp in France, and …","http://ndl.ethernet.edu.et/bitstream/123456789/44636/1/92.pdf#page=144","https://scholar.google.com/scholar?q=related:qjzSrDoWwFQJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
19,"I Rasul, F Azeem, MH Siddique, S Muzammil…","Algae biotechnology: A green light for engineered algae",2017,"Algae Based Polymers …","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780128123607000082","https://scholar.google.com/scholar?cites=6734514962008229995&as_sdt=2005&sciodt=2007&hl=en",354,"2024-02-07 13:53:53","","","","",,,,,19,2.71,4,5,7,"Algae are chlorophyll-containing photosynthetic organisms found everywhere on the earth, such as in the sea, rivers, lakes, soil, in animal, and plants. Algae represent a potential …","https://www.researchgate.net/profile/Habib-Nadeem/publication/318449035_Algae_Biotechnology/links/59e05b410f7e9bc5125f3d96/Algae-Biotechnology.pdf","https://scholar.google.com/scholar?q=related:a8gNTa3NdV0J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
