Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"S Schenk, CG Wardrop, L Parfrey","Low salinity significantly alters the bacterial community of the marine foundation species Saccharina latissima (sugar kelp)",2023,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2023.12.07.570704.abstract","",11,"2024-02-07 15:29:36","","10.1101/2023.12.07.570704.abstract","","",,,,,0,0.00,0,3,1,"… The resulting increase in low salinity events will be a source of stress for Saccharina latissima (sugar kelp) and potentially Saccharinas associated bacterial community. Bacteria are …","https://www.biorxiv.org/content/biorxiv/early/2023/12/08/2023.12.07.570704.full.pdf","https://scholar.google.com/scholar?q=related:O7cTHr56HcsJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
10,"MS Hargrave, A Ekelund, GM Nylund…","Filtration and fertilisation effects of the bivalves Mytilus edulis and Magallana gigas on the kelp Saccharina latissima in tank culture",2021,"Journal of Applied …","Springer","https://link.springer.com/article/10.1007/s10811-021-02553-6","https://scholar.google.com/scholar?cites=1842538030523569013&as_sdt=2005&sciodt=2007&hl=en",12,"2024-02-07 15:29:36","HTML","10.1007/s10811-021-02553-6","","",,,,,10,3.33,3,4,3,"… sugar kelp, Saccharina latissima. We observed significant reductions of fouling epiphytes on seaweed blades of around 50% by bivalve filtration, significant elevations of ammonium (…","https://link.springer.com/article/10.1007/s10811-021-02553-6","https://scholar.google.com/scholar?q=related:dVOBmpMCkhkJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
1,"S Ramanan, GL Rorrer","Limits to biomass productivity during fed-batch cultivation of Laminaria saccharina female gametophyte cells in a stirred-tank photobioreactor",2021,"Journal of Applied Phycology","Springer","https://link.springer.com/article/10.1007/s10811-020-02328-5","https://scholar.google.com/scholar?cites=8765032464637083702&as_sdt=2005&sciodt=2007&hl=en",13,"2024-02-07 15:29:36","HTML","10.1007/s10811-020-02328-5","","",,,,,1,0.33,1,2,3,"… This study compared the growth of Laminaria saccharina female gametophyte filamentous cell suspension cultures in a stirred-tank photobioreactor under batch and fed-batch nutrient …","https://link.springer.com/article/10.1007/s10811-020-02328-5","https://scholar.google.com/scholar?q=related:NsB1Y5amo3kJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
12,"S Hakvåg, I Nærdal, TMB Heggeset…","Production of Value-Added Chemicals by Bacillus methanolicus Strains Cultivated on Mannitol and Extracts of Seaweed Saccharina latissima at 50°C",2020,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fmicb.2020.00680/full","https://scholar.google.com/scholar?cites=120222682966536099&as_sdt=2005&sciodt=2007&hl=en",14,"2024-02-07 15:29:36","HTML","10.3389/fmicb.2020.00680","","",,,,,12,3.00,3,4,4,"… Extracts of the brown algae Saccharina latissima harvested in the Trondheim Fjord in Norway were prepared and found to contain 12–13 g/l of mannitol, with conductivities …","https://www.frontiersin.org/articles/10.3389/fmicb.2020.00680/full","https://scholar.google.com/scholar?q=related:oy8qqOQdqwEJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
4,"JØ Hansen, S Sharma, SJ Horn, VGH Eijsink…","Fecal Excretion and Whole-Body Retention of Macro and Micro Minerals in Atlantic Salmon Fed Torula Yeast Grown on Sugar Kelp Hydrolysate",2021,"Animals","mdpi.com","https://www.mdpi.com/2076-2615/11/8/2409","https://scholar.google.com/scholar?cites=1238541939241060938&as_sdt=2005&sciodt=2007&hl=en",15,"2024-02-07 15:29:36","","","","",,,,,4,1.33,1,5,3,"… The objective of this study was to investigate how minerals originating from brown macroalgae (Saccharina latissima) are incorporated in Cyberlindnera jadinii yeast and to assess the …","https://www.mdpi.com/2076-2615/11/8/2409/pdf","https://scholar.google.com/scholar?q=related:Sgrj51QvMBEJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
16,"Y Hui, P Tamez-Hidalgo, T Cieplak, GD Satessa…","Supplementation of a lacto-fermented rapeseed-seaweed blend promotes gut microbial-and gut immune-modulation in weaner piglets",2021,"Journal of Animal …","Springer","https://link.springer.com/article/10.1186/s40104-021-00601-2","https://scholar.google.com/scholar?cites=925458224148002094&as_sdt=2005&sciodt=2007&hl=en",16,"2024-02-07 15:29:36","HTML","10.1186/s40104-021-00601-2","","",,,,,16,5.33,3,5,3,"… This study investigated the effect of using rapeseed-seaweed blend (rapeseed meal added two brown macroalgae species Ascophylum nodosum and Saccharina latissima) fermented …","https://link.springer.com/article/10.1186/s40104-021-00601-2","https://scholar.google.com/scholar?q=related:LjXOAFrj1wwJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
13,"LH Sylvers, CJ Gobler","Mitigation of harmful algal blooms caused by Alexandrium catenella and reduction in saxitoxin accumulation in bivalves using cultivable seaweeds",2021,"Harmful Algae","Elsevier","https://www.sciencedirect.com/science/article/pii/S156898832100086X","https://scholar.google.com/scholar?cites=9584652750495460564&as_sdt=2005&sciodt=2007&hl=en",17,"2024-02-07 15:29:36","HTML","","","",,,,,13,4.33,7,2,3,"… catenella blooms, we determined the effects of three cultivable macroalgae - Saccharina latissima (sugar kelp), Chondrus crispus (Irish moss), and Ulva spp. - on A. catenella in culture- …","https://www.sciencedirect.com/science/article/pii/S156898832100086X","https://scholar.google.com/scholar?q=related:1KzAGOWGA4UJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
0,"Y Yen","Application of ensiled Saccharina latissima and Alaria esculenta as feed: ensilability, digestibility and bioactivity",2023,"PhD thesis","nordopen.nord.no","https://nordopen.nord.no/nord-xmlui/bitstream/handle/11250/3067090/Yen_eksl_art_2-3.pdf?sequence=4","",18,"2024-02-07 15:29:36","PDF","","","",,,,,0,0.00,0,1,1,"… latissima (earlier known as Laminaria saccharina and commonly known as sugar kelp in English), and Alaria esculenta (winged kelp) are the most extensively farmed species, …","https://nordopen.nord.no/nord-xmlui/bitstream/handle/11250/3067090/Yen_eksl_art_2-3.pdf?sequence=4","https://scholar.google.com/scholar?q=related:iQexqsxeOoAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
11,"NG King, PJ Moore, JM Thorpe, DA Smale","Consistency and variation in the kelp microbiota: patterns of bacterial community structure across spatial scales",2023,"Microbial ecology","Springer","https://link.springer.com/article/10.1007/s00248-022-02038-0","https://scholar.google.com/scholar?cites=15668295978932417965&as_sdt=2005&sciodt=2007&hl=en",19,"2024-02-07 15:29:36","HTML","10.1007/s00248-022-02038-0","","",,,,,11,11.00,3,4,1,"… We characterised the associated bacteria of two habitat-forming kelp species, Laminaria hyperborea and Saccharina latissima, from eight sites across a range of spatial scales (10 s of …","https://link.springer.com/article/10.1007/s00248-022-02038-0","https://scholar.google.com/scholar?q=related:rbXyuy34cNkJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
10,"G Cavallo, C Lorini, G Garamella, G Bonaccorsi","Seaweeds as a “palatable” challenge between innovation and sustainability: A systematic review of food safety",2021,"Sustainability","mdpi.com","https://www.mdpi.com/2071-1050/13/14/7652","https://scholar.google.com/scholar?cites=1595755418301473633&as_sdt=2005&sciodt=2007&hl=en",20,"2024-02-07 15:29:36","","","","",,,,,10,3.33,3,4,3,"… parameters of Saccharina latissima and Alaria esculenta. Alaria esculenta and Saccharina latissima. The results (expressed in log CFU/g) are reported, where possible, as mean ± SD. …","https://www.mdpi.com/2071-1050/13/14/7652/pdf","https://scholar.google.com/scholar?q=related:YaNDKBlDJRYJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
19,"O Obata, A Ditchfield, A Hatton, J Akunna","Investigating the impact of inoculum source on anaerobic digestion of various species of marine macroalgae",2020,"Algal Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S2211926418306192","https://scholar.google.com/scholar?cites=2827176325123225850&as_sdt=2005&sciodt=2007&hl=en",21,"2024-02-07 15:29:36","","","","",,,,,19,4.75,5,4,4,"This study investigated the intrinsic biodegradation potential of marine organic sediment for effective biogas production from various species of marine macroalgae and non-marine …","https://rke.abertay.ac.uk/files/17642549/Akunna_InvestigatingTheImpactOnInoculumSourceOnAnaerobicDigestion_Accepted_2020.pdf","https://scholar.google.com/scholar?q=related:-jhdgOMlPCcJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
25,"ON Barberi, CJ Byron, KM Burkholder…","Assessment of bacterial pathogens on edible macroalgae in coastal waters",2020,"Journal of Applied …","Springer","https://link.springer.com/article/10.1007/s10811-019-01993-5","https://scholar.google.com/scholar?cites=16893733833066472342&as_sdt=2005&sciodt=2007&hl=en",22,"2024-02-07 15:29:36","HTML","10.1007/s10811-019-01993-5","","",,,,,25,6.25,6,4,4,"… This study assesses the risk of bacterial contamination of sugar kelp S. latissima farmed for human consumption at nearshore aquaculture sites in ME, USA. Realtime PCR was utilized …","https://link.springer.com/article/10.1007/s10811-019-01993-5","https://scholar.google.com/scholar?q=related:luPsEWqZcuoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
2,"Y Midorikawa, T Kuda, Y Xia, M Nishizawa…","Effects of Saccharina japonica Holdfast Powder on Microbiota in the Caecum of Mice Fed a High-Sucrose and Low-Fibre Diet and in Human Faecal Cultures",2023,"Waste and Biomass …","Springer","https://link.springer.com/article/10.1007/s12649-023-02064-0","https://scholar.google.com/scholar?cites=5956621084801104814&as_sdt=2005&sciodt=2007&hl=en",23,"2024-02-07 15:29:36","HTML","10.1007/s12649-023-02064-0","","",,,,,2,2.00,0,5,1,"The holdfast of Saccharina japonica (SjH) is a by-product of kombu cultivation and is rich in dietary fibres and phenolic compounds. SjH is regarded as a functional food material with …","https://link.springer.com/article/10.1007/s12649-023-02064-0","https://scholar.google.com/scholar?q=related:rvsrLVErqlIJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
1,"M Parati, C Philip, B Mendrek, D Townrow…","A circular bioprocess application of algal-based substrate for Bacillus subtilis natto production of γ-PGA",2023,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fchem.2023.1158147/full","https://scholar.google.com/scholar?cites=15631263170874002658&as_sdt=2005&sciodt=2007&hl=en",24,"2024-02-07 15:29:36","HTML","10.3389/fchem.2023.1158147","","",,,,,1,1.00,0,5,1,"… In this study whole cell, freeze dried seaweed -namely Laminaria digitata, Saccharina latissima and Alaria esculenta- were pre-treated by means of mechanical methods, sterilised and …","https://www.frontiersin.org/articles/10.3389/fchem.2023.1158147/full","https://scholar.google.com/scholar?q=related:4kyXMgln7dgJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
